-518,62,1258=@npchest3.loot@400#
-105,48,1270=@f7.loot@500#
-1471,94,1038=@m4.loot@500#
-484,64,1237=@f1.loot@400#
-194,49,-246=@m2.loot@400#
-66,45,1252=@f4.loot@400#
600,121,845=@m5.loot@500#
-178,57,1391=@f7.loot@500#
-1046,87,354=@f2.loot@400#
-942,82,197=@m3.loot@500#
978,172,940=@m3.loot@600#
-993,66,850=@npchest4.loot@700#
-1519,50,725=@f7.loot@300#
-1610,73,1349=@m2.loot@400#
-451,45,-132=@f3.loot@500#
1132,120,717=@m2.loot@400#
-897,88,-3=@f3.loot@499#
972,130,944=@m4.loot@400#
584,67,1033=@npchest3.loot@300#
250,30,-3524=@m5.loot@300#
-690,45,106=@npchest5.loot@400#
-642,62,1044=@f4.loot@200#
-1437,39,1138=@m3.loot@400#
-28,36,-284=@m3.loot@500#
-1508,122,1131=@m3.loot@400#
-1481,63,1343=@m3.loot@500#
-211,65,1015=@f7.loot@400#
771,79,1070=@f4.loot@600#
-681,59,1397=@f2.loot@300#
-1590,61,634=@f3.loot@400#
979,89,1245=@f4.loot@600#
-1440,57,1264=@m3.loot@200#
-1416,56,1278=@m1.loot@900#
121,39,784=@f7.loot@400#
-783,59,1086=@f1.loot@200#
-1071,81,176=@m2.loot@800#
-530,73,1338=@f7.loot@3000#
-1039,69,1017=@npchest11.loot@300#
-457,80,940=@f1.loot@100#
-617,37,681=@npchest2.loot@300#
-267,66,1353=@f7.loot@3000#
-786,56,703=@npchest10.loot@500#
-79,96,1270=@f6.loot@400#
-883,61,656=@npchest3.loot@900#
-1187,52,1058=@f7.loot@600#
305,65,1066=@f4.loot@400#
973,128,642=@m3.loot@500#
-800,62,724=@npchest6.loot@400#
148,40,1050=@f3.loot@400#
-1478,94,1042=@m3.loot@300#
-743,75,595=@npchest7.loot@500#
-158,67,993=@f4.loot@400#
604,93,747=@f6.loot@500#
-42,20,-3404=@m2.loot@500#
-1382,59,1147=@m1.loot@1000#
-853,98,24=@m2.loot@500#
793,75,1408=@f3.loot@400#
-1621,73,1315=@m2.loot@400#
-39,119,-627=@m2.loot@500#
-92,68,1266=@f3.loot@400#
-1447,66,1266=@m3.loot@400#
-882,61,718=@npchest7.loot@900#
-596,59,-731=@m3.loot@500#
-349,116,984=@f7.loot@3000#
980,130,932=@m3.loot@4500#
-928,62,783=@npchest10.loot@500#
630,69,1286=@npchest3.loot@400#
-1544,155,845=@m1.loot@1000#
-1074,88,0=@npchest2.loot@200#
-1472,63,1266=@m3.loot@400#
-1225,67,945=@f2.loot@400#
-755,58,1166=@f1.loot@200#
243,58,1076=@f2.loot@400#
-1505,148,883=@m1.loot@1000#
477,70,1290=@f3.loot@300#
-142,64,1018=@f2.loot@400#
-1623,80,745=@m1.loot@1000#
-1488,85,571=@f3.loot@400#
-804,96,-370=@m2.loot@599#
-1488,63,1290=@m1.loot@300#
253,58,1052=@f3.loot@300#
-1230,153,848=@m1.loot@1000#
-949,92,57=@m2.loot@500#
-18,22,-3461=@m3.loot@500#
-1266,53,1102=@m3.loot@400#
-1370,57,1247=@f3.loot@900#
757,79,1311=@m2.loot@450#
-124,159,-3180=@m3.loot@500#
-1357,67,989=@f1.loot@200#
-710,70,1311=@f5.loot@400#
-1371,81,1266=@f3.loot@500#
-1143,127,-633=@m2.loot@500#
-1399,79,1019=@m1.loot@500#
-1464,76,1335=@m3.loot@500#
-1272,45,1250=@m1.loot@1000#
-60,33,-3336=@m2.loot@500#
-1462,64,1350=@m3.loot@500#
-1050,69,997=@m2.loot@700#
-295,63,1287=@f1.loot@300#
-1628,77,1018=@m1.loot@1000#
-1587,56,845=@m4.loot@350#
553,66,1322=@m3.loot@500#
-1262,111,1007=@m1.loot@500#
934,87,1244=@f3.loot@500#
-24,50,1231=@f2.loot@430#
-816,61,1219=@f3.loot@380#
-894,98,69=@m2.loot@400#
988,151,619=@m4.loot@400#
-592,94,1314=@f7.loot@3000#
-253,49,-591=@m2.loot@500#
-1475,82,1344=@m3.loot@500#
-923,59,949=@npchest12.loot@600#
-1477,63,1257=@m3.loot@400#
-807,59,980=@npchest12.loot@300#
-98,39,-189=@f3.loot@500#
-1049,91,306=@f3.loot@400#
-643,43,97=@f1.loot@500#
-136,161,-3623=@m1.loot@600#
-1174,48,1216=@m3.loot@300#
-1080,69,1028=@m2.loot@360#
-1534,55,819=@f2.loot@800#
-1548,121,1080=@m3.loot@300#
-680,79,1161=@f5.loot@2000#
-1378,57,1252=@f3.loot@400#
-1148,148,1071=@f3.loot@500#
603,72,1153=@npchest5.loot@300#
-704,61,976=@npchest9.loot@900#
-251,24,-477=@m5.loot@400#
-959,72,740=@npchest4.loot@800#
371,64,1126=@npchest2.loot@400#
-1490,63,1288=@m3.loot@400#
-1485,63,1312=@m3.loot@200#
642,70,1233=@f2.loot@300#
-1416,104,-87=@m2.loot@400#
-104,66,1206=@f4.loot@400#
594,70,1034=@npchest3.loot@300#
-1037,87,1=@npchest1.loot@260#
-639,44,-197=@f1.loot@500#
-113,47,1195=@f1.loot@100#
-1389,55,1257=@m3.loot@900#
-818,55,-135=@f5.loot@260#
-882,57,1052=@npchest7.loot@600#
-837,122,-530=@m2.loot@500#
-89,85,1287=@f6.loot@600#
-1604,89,1342=@m2.loot@400#
-200,58,1108=@f2.loot@300#
-569,84,1397=@f5.loot@3000#
982,172,933=@m3.loot@500#
-96,49,-3501=@m3.loot@500#
-802,56,723=@npchest6.loot@900#
-793,50,1310=@f7.loot@700#
-40,129,-3513=@m3.loot@500#
-1481,115,1002=@m1.loot@1000#
-1611,97,1095=@m3.loot@400#
-15,20,-3486=@m4.loot@300#
-884,88,65=@m3.loot@600#
-453,55,1320=@f3.loot@400#
-1489,112,922=@m1.loot@1000#
-75,102,1274=@f7.loot@600#
-548,90,1293=@npchest2.loot@300#
-101,55,1191=@f1.loot@300#
987,172,940=@m4.loot@400#
-847,58,840=@npchest4.loot@500#
-1307,36,1197=@m1.loot@1000#
-927,58,487=@f3.loot@400#
-903,65,887=@npchest3.loot@300#
-780,75,745=@npchest12.loot@300#
1031,128,647=@m3.loot@400#
-1558,60,793=@f4.loot@340#
-1592,64,611=@f3.loot@400#
985,160,941=@m4.loot@500#
771,79,1029=@f4.loot@400#
-111,124,-3141=@m3.loot@150#
-1445,58,1363=@f6.loot@900#
-830,57,1196=@f1.loot@350#
-1558,89,40=@m3.loot@500#
-679,75,1319=@f4.loot@500#
-86,31,-265=@m4.loot@600#
-1428,56,871=@m1.loot@1000#
217,31,-3528=@m4.loot@300#
-897,73,-61=@m2.loot@500#
-196,51,1289=@f5.loot@400#
-184,60,1064=@f3.loot@400#
-1437,134,1102=@m1.loot@1000#
-273,67,-153=@m2.loot@400#
276,68,901=@f7.loot@500#
973,114,933=@m1.loot@500#
-1339,137,915=@m1.loot@1000#
-1463,63,1257=@m1.loot@500#
-786,57,1186=@f1.loot@300#
-1454,51,1091=@m1.loot@400#
-192,144,-3630=@m4.loot@500#
853,86,1050=@f6.loot@500#
-765,62,1327=@f3.loot@400#
986,130,951=@m4.loot@400#
-1615,97,1101=@m1.loot@300#
635,119,833=@f5.loot@500#
-1642,100,1335=@m3.loot@400#
-1657,137,975=@m4.loot@300#
-767,65,225=@f2.loot@500#
-752,44,-164=@f1.loot@500#
-771,56,744=@npchest7.loot@400#
-794,59,782=@npchest8.loot@600#
-1188,114,1208=@m3.loot@400#
-1588,73,1252=@m4.loot@400#
974,144,947=@m3.loot@400#
-557,65,1294=@f7.loot@3000#
-81,68,1269=@f7.loot@500#
-693,61,691=@npchest6.loot@500#
-875,83,123=@m3.loot@800#
-1485,57,806=@f7.loot@300#
-677,66,713=@npchest10.loot@400#
-816,91,264=@npchest3.loot@150#
-189,56,1398=@f3.loot@300#
-1057,97,-570=@m2.loot@500#
-953,65,895=@npchest11.loot@300#
-1065,69,1022=@f6.loot@300#
-907,65,709=@npchest8.loot@300#
-1602,73,1285=@m2.loot@400#
-1261,71,1013=@f3.loot@400#
-1473,71,1262=@m3.loot@400#
-1105,182,-700=@m1.loot@500#
143,55,1242=@f3.loot@400#
295,61,1070=@f3.loot@400#
-217,74,942=@f3.loot@300#
-288,48,-198=@f2.loot@500#
-1278,74,910=@m3.loot@300#
-1016,89,293=@f3.loot@500#
-754,60,642=@npchest3.loot@1000#
-460,41,-53=@f4.loot@500#
-809,59,970=@npchest8.loot@800#
105,39,-3411=@m1.loot@500#
-1426,57,991=@f3.loot@500#
-1393,63,676=@f4.loot@400#
150,57,-3393=@m5.loot@500#
-1478,64,1349=@m3.loot@500#
-579,60,914=@f2.loot@200#
-235,114,-3619=@m3.loot@500#
-295,79,1005=@f2.loot@300#
-784,67,1218=@f2.loot@240#
-966,67,955=@npchest11.loot@300#
844,61,1300=@m3.loot@500#
-1227,51,1108=@f2.loot@400#
-888,98,88=@f3.loot@600#
-1500,63,1280=@m1.loot@200#
-652,64,1039=@f2.loot@200#
980,144,936=@m2.loot@400#
980,157,941=@m4.loot@400#
-1455,78,1032=@m3.loot@800#
-1474,64,1334=@m3.loot@500#
-345,63,1118=@f2.loot@200#
768,84,1423=@f5.loot@500#
-745,63,-617=@m5.loot@500#
1156,141,844=@m3.loot@400#
832,60,1307=@m3.loot@500#
-1306,76,997=@m2.loot@200#
-1291,118,1060=@m1.loot@400#
-770,45,-86=@f1.loot@499#
-827,56,1177=@f2.loot@300#
948,87,1262=@m1.loot@400#
-1251,118,910=@m1.loot@1000#
-1614,89,1290=@m2.loot@400#
-1644,128,979=@f1.loot@300#
1116,120,738=@m2.loot@300#
-600,47,68=@f1.loot@500#
-189,69,987=@f7.loot@700#
987,90,945=@f7.loot@400#
-1627,133,758=@m1.loot@1000#
-670,47,-601=@m3.loot@500#
-824,81,976=@npchest11.loot@350#
-474,70,933=@f2.loot@300#
-1473,80,1365=@m3.loot@400#
-410,41,-51=@f4.loot@500#
-386,22,-3511=@m5.loot@500#
-1634,63,649=@f3.loot@500#
-664,59,1392=@f3.loot@400#
-718,59,1254=@f4.loot@300#
-1607,80,1101=@m3.loot@400#
140,76,1267=@f4.loot@400#
-1533,131,905=@m1.loot@1000#
-74,49,1328=@f5.loot@400#
-138,70,952=@f3.loot@400#
361,27,983=@f2.loot@400#
-663,60,1326=@f3.loot@400#
-1124,65,662=@f3.loot@300#
-264,57,-169=@m2.loot@300#
-1362,109,939=@m1.loot@1000#
987,144,945=@m3.loot@400#
-637,60,1037=@f1.loot@100#
-103,63,943=@f5.loot@400#
-832,121,-537=@m2.loot@500#
-779,55,753=@npchest8.loot@500#
-921,86,85=@m1.loot@900#
76,67,1156=@f2.loot@300#
153,33,788=@f4.loot@400#
-1586,101,1382=@m3.loot@400#
-913,84,121=@m3.loot@900#
-656,45,142=@npchest5.loot@400#
-720,76,610=@npchest4.loot@200#
-1263,56,1030=@m4.loot@400#
136,59,1347=@f2.loot@300#
-972,72,744=@npchest8.loot@300#
-881,22,-203=@m3.loot@500#
-298,68,1072=@f3.loot@300#
282,30,-552=@m5.loot@400#
-519,15,-54=@m2.loot@500#
-1262,112,1011=@m4.loot@500#
971,134,579=@m5.loot@500#
-1287,127,1029=@m2.loot@1500#
-894,97,22=@m4.loot@500#
1,19,-3420=@m2.loot@500#
1020,124,747=@m2.loot@400#
-746,63,632=@npchest8.loot@700#
909,87,1306=@m1.loot@500#
391,74,1147=@npchest5.loot@300#
-590,85,1313=@f1.loot@300#
-773,62,629=@npchest12.loot@900#
-1158,97,1202=@m4.loot@400#
-1201,123,1194=@m4.loot@500#
-897,73,727=@npchest12.loot@900#
-1271,124,1036=@m4.loot@500#
215,58,1311=@npchest2.loot@300#
1147,138,895=@m4.loot@700#
-1288,87,2=@npchest1.loot@180#
-921,59,943=@npchest8.loot@500#
-1366,77,922=@m1.loot@1000#
988,114,949=@m3.loot@400#
-823,58,953=@npchest2.loot@900#
-729,60,785=@npchest5.loot@400#
-1608,73,1270=@m2.loot@400#
-552,78,1291=@f7.loot@3000#
-1643,108,1221=@m3.loot@400#
323,57,817=@f3.loot@400#
-294,83,1229=@f2.loot@200#
-895,57,503=@f5.loot@400#
228,78,1060=@f4.loot@400#
612,68,1303=@f3.loot@400#
-453,65,1127=@f1.loot@200#
-679,44,113=@f1.loot@500#
-1378,62,610=@f3.loot@400#
-803,53,1289=@f7.loot@900#
-603,19,5=@m2.loot@500#
-1278,132,1038=@m4.loot@500#
12,114,-3518=@m2.loot@600#
-882,64,882=@npchest1.loot@700#
990,130,939=@m3.loot@500#
-1439,103,-72=@m2.loot@400#
-705,59,673=@npchest4.loot@600#
-974,98,231=@m2.loot@500#
904,87,1284=@m2.loot@400#
-975,60,749=@npchest3.loot@300#
-39,50,-228=@m3.loot@500#
-885,59,770=@npchest6.loot@700#
987,99,950=@f6.loot@400#
-1463,51,1063=@m2.loot@300#
-89,123,1295=@f6.loot@400#
-328,57,1191=@f1.loot@400#
-336,67,-554=@m2.loot@500#
-1469,61,-235=@m3.loot@500#
576,106,847=@m3.loot@300#
948,128,637=@m2.loot@400#
-524,59,1194=@f1.loot@600#
1178,123,717=@m3.loot@1000#
-95,98,1290=@f3.loot@300#
-725,75,605=@npchest2.loot@300#
-779,44,-82=@m2.loot@500#
-495,57,1312=@npchest3.loot@300#
-408,64,1234=@f3.loot@400#
-933,79,182=@m4.loot@800#
675,72,1254=@f4.loot@500#
805,74,1369=@m3.loot@500#
-181,59,1399=@f2.loot@200#
-136,186,-3436=@m2.loot@300#
-1548,59,971=@f7.loot@400#
-171,39,-363=@m2.loot@500#
975,100,952=@f4.loot@400#
-1623,83,1326=@m3.loot@400#
-727,63,766=@npchest4.loot@300#
-965,72,740=@npchest3.loot@300#
599,89,844=@f3.loot@400#
-161,61,1113=@f2.loot@400#
-1400,51,1109=@m1.loot@400#
-1228,118,1121=@m1.loot@700#
-1577,77,769=@m1.loot@1000#
-1225,51,1109=@m3.loot@300#
-1170,52,1294=@m4.loot@200#
-1517,92,-28=@m3.loot@500#
-961,78,29=@m2.loot@1000#
-173,6,-480=@m2.loot@400#
557,64,1374=@f6.loot@600#
-1570,89,406=@m2.loot@500#
-606,59,915=@f3.loot@400#
-982,71,747=@npchest2.loot@500#
681,78,1265=@f1.loot@400#
-413,43,-142=@f3.loot@500#
-1190,124,1218=@m3.loot@500#
-1489,63,599=@f7.loot@1000#
-1550,145,838=@m1.loot@1000#
-777,57,762=@npchest8.loot@400#
-611,59,1135=@npchest3.loot@400#
425,77,1358=@m3.loot@400#
-1607,121,1126=@m3.loot@400#
-1286,3,1316=@m1.loot@1000#
141,15,1035=@f2.loot@400#
790,81,1115=@f2.loot@400#
-1496,64,1341=@m1.loot@300#
-916,66,889=@npchest12.loot@900#
-67,45,1130=@f2.loot@300#
-120,39,-158=@m2.loot@400#
604,97,793=@m3.loot@500#
538,103,833=@m3.loot@500#
-541,109,1372=@f7.loot@900#
-837,60,793=@npchest3.loot@400#
-902,86,301=@f3.loot@400#
-678,63,1345=@f2.loot@500#
277,20,-3410=@m5.loot@500#
-1037,118,-363=@m4.loot@500#
-459,66,1177=@f2.loot@300#
-1286,74,989=@m3.loot@300#
-1556,67,876=@f7.loot@300#
-1250,75,885=@m1.loot@1000#
-1504,89,1376=@m1.loot@300#
-1436,42,1152=@m3.loot@300#
-1056,99,-576=@m3.loot@500#
-296,87,1234=@f2.loot@300#
-1614,90,1120=@m1.loot@1000#
-1577,89,395=@m4.loot@500#
-793,62,635=@npchest11.loot@900#
-1643,105,1160=@m3.loot@300#
-743,76,-550=@m3.loot@500#
-759,67,590=@npchest10.loot@600#
-1017,100,263=@m4.loot@400#
476,68,1248=@npchest4.loot@300#
-1234,85,207=@m3.loot@500#
1141,118,773=@m3.loot@400#
554,64,1306=@f4.loot@400#
-108,38,-161=@m4.loot@500#
-490,66,1237=@npchest2.loot@300#
-927,80,132=@m2.loot@800#
96,51,1158=@f2.loot@400#
-640,60,1363=@f3.loot@400#
-955,64,724=@npchest2.loot@300#
-1560,57,830=@f2.loot@300#
-1339,83,1037=@m1.loot@1000#
992,144,931=@m4.loot@500#
-1465,94,1042=@m1.loot@1000#
-656,59,1132=@f3.loot@300#
-1039,69,1039=@npchest11.loot@300#
-1580,85,110=@f6.loot@360#
-470,66,1256=@f2.loot@300#
-732,59,692=@npchest4.loot@200#
-44,174,-3571=@m3.loot@250#
503,68,1287=@f1.loot@400#
-172,61,858=@npchest2.loot@400#
88,47,1150=@f4.loot@400#
99,55,1361=@f3.loot@400#
-1640,55,973=@m1.loot@1000#
605,88,883=@f3.loot@500#
933,150,621=@m3.loot@400#
-885,65,786=@npchest5.loot@400#
-452,67,1157=@f3.loot@700#
-264,55,-178=@m4.loot@500#
852,84,916=@f3.loot@400#
-1154,86,400=@npchest1.loot@120#
-1249,113,1003=@m1.loot@500#
-930,65,699=@npchest5.loot@900#
-1289,119,1058=@m4.loot@500#
-457,41,-82=@f3.loot@400#
-452,72,967=@f2.loot@200#
-1327,53,1127=@m3.loot@400#
-343,61,1173=@f2.loot@300#
1165,135,828=@m4.loot@800#
-1468,93,102=@f5.loot@300#
-1159,85,-298=@m3.loot@500#
651,120,837=@f3.loot@500#
261,21,-3586=@m4.loot@300#
-1476,81,1054=@m3.loot@900#
-267,71,1003=@npchest3.loot@350#
-1648,50,978=@f2.loot@300#
-882,57,992=@npchest9.loot@1000#
802,80,1129=@f4.loot@400#
430,81,1296=@f4.loot@200#
-1558,92,391=@f3.loot@190#
-726,62,1084=@npchest12.loot@3450#
-1447,63,1325=@m3.loot@400#
-312,95,992=@f4.loot@300#
171,61,-593=@m5.loot@400#
-218,48,-3485=@m3.loot@500#
-1481,59,974=@f2.loot@300#
-98,48,1269=@f4.loot@400#
-773,70,1145=@f1.loot@140#
-791,61,677=@npchest8.loot@500#
-773,59,1108=@f1.loot@200#
984,99,928=@f3.loot@500#
-1010,61,323=@m2.loot@400#
-1607,56,1019=@m1.loot@1000#
-965,78,-255=@m3.loot@500#
-76,69,1272=@f3.loot@400#
-1021,93,55=@f4.loot@260#
-884,88,82=@m3.loot@500#
-694,59,1134=@f3.loot@250#
-1353,87,26=@npchest2.loot@210#
-777,86,1192=@f5.loot@350#
285,20,-3572=@m4.loot@300#
987,87,1217=@f3.loot@500#
-943,81,174=@m2.loot@500#
-1176,50,1216=@m3.loot@300#
244,77,942=@f2.loot@400#
241,23,-3467=@m4.loot@150#
-72,51,1116=@f3.loot@300#
981,87,928=@f3.loot@400#
-899,88,28=@f3.loot@499#
-1537,134,854=@m1.loot@1000#
-711,61,962=@npchest8.loot@800#
-747,63,792=@npchest3.loot@500#
323,20,-3486=@m3.loot@300#
-1439,54,1150=@m4.loot@200#
-86,20,-3302=@m2.loot@500#
-1463,93,-21=@m2.loot@500#
-911,66,889=@npchest4.loot@290#
-962,80,177=@m2.loot@500#
-1172,88,192=@f3.loot@600#
-1460,73,1263=@f7.loot@200#
988,144,933=@m4.loot@400#
-941,98,59=@f3.loot@500#
543,101,789=@m3.loot@500#
-783,55,753=@npchest5.loot@900#
-1514,118,1130=@m1.loot@1000#
-1300,88,180=@f3.loot@500#
-697,66,1306=@f6.loot@400#
142,56,1255=@f5.loot@800#
-1505,95,149=@m3.loot@500#
-1121,60,653=@f3.loot@500#
-588,67,1276=@f3.loot@450#
-1453,63,1328=@m3.loot@400#
639,68,1367=@f3.loot@400#
-241,68,1012=@f4.loot@300#
-1467,63,1358=@m3.loot@500#
-1318,114,1034=@m1.loot@1000#
-1459,65,1338=@m3.loot@500#
-32,31,-3311=@m1.loot@500#
-767,55,722=@npchest7.loot@300#
-83,31,-236=@m4.loot@600#
611,68,951=@f3.loot@400#
-1448,63,1309=@m3.loot@400#
-77,48,1277=@f3.loot@400#
-583,60,902=@f1.loot@300#
-35,36,-230=@m3.loot@500#
-714,61,962=@npchest3.loot@500#
-1205,83,-254=@m2.loot@500#
429,81,1273=@f2.loot@400#
-1463,63,1343=@m3.loot@500#
-592,95,1309=@f1.loot@400#
-1219,58,998=@m2.loot@800#
610,68,951=@f4.loot@500#
-714,61,963=@npchest3.loot@600#
1059,123,660=@f4.loot@400#
-386,22,-3461=@m5.loot@500#
281,42,910=@f4.loot@400#
102,53,775=@f1.loot@300#
-229,68,1001=@f7.loot@400#

